0.0785 0.1564 0.2334 0.3090 0.3827 0.4540 0.5225 0.5878 0.6494 0.7071 0.7604 0.8090 0.8526 0.8910 0.9239 0.9511 0.9724 0.9877 0.9969 1.0000 0.9969 0.9877 0.9724 0.9511 0.9239 0.8910 0.8526 0.8090 0.7604 0.7071 0.6494 0.5878 0.5225 0.4540 0.3827 0.3090 0.2334 0.1564 0.0785 -0.0000 -0.0785 -0.1564 -0.2334 -0.3090 -0.3827 -0.4540 -0.5225 -0.5878 -0.6494 -0.7071 -0.7604 -0.8090 -0.8526 -0.8910 -0.9239 -0.9511 -0.9724 -0.9877 -0.9969 -1.0000 -0.9969 -0.9877 -0.9724 -0.9511 -0.9239 -0.8910 -0.8526 -0.8090 -0.7604 -0.7071 -0.6494 -0.5878 -0.5225 -0.4540 -0.3827 -0.3090 -0.2334 -0.1564 -0.0785 0.0000 0.0785 0.1564 0.2334 0.3090 0.3827 0.4540 0.5225 0.5878 0.6494 0.7071 0.7604 0.8090 0.8526 0.8910 0.9239 0.9511 0.9724 0.9877 0.9969 1.0000 0.9969 0.9877 0.9724 0.9511 0.9239 0.8910 0.8526 0.8090 0.7604 0.7071 0.6494 0.5878 0.5225 0.4540 0.3827 0.3090 0.2334 0.1564 0.0785 0.0000 -0.0785 -0.1564 -0.2334 -0.3090 -0.3827 -0.4540 -0.5225 -0.5878 -0.6494 -0.7071 -0.7604 -0.8090 -0.8526 -0.8910 -0.9239 -0.9511 -0.9724 -0.9877 -0.9969 -1.0000 -0.9969 -0.9877 -0.9724 -0.9511 -0.9239 -0.8910 -0.8526 -0.8090 -0.7604 -0.7071 -0.6494 -0.5878 -0.5225 -0.4540 -0.3827 -0.3090 -0.2334 -0.1564 -0.0785 -0.0000 
0.0157 0.0941 0.1720 0.2487 0.3239 0.3972 0.4679 0.5358 0.6004 0.6613 0.7181 0.7705 0.8182 0.8608 0.8980 0.9298 0.9558 0.9759 0.9900 0.9980 0.9999 0.9956 0.9851 0.9686 0.9461 0.9177 0.8838 0.8443 0.7997 0.7501 0.6959 0.6374 0.5750 0.5090 0.4399 0.3681 0.2940 0.2181 0.1409 0.0628 -0.0157 -0.0941 -0.1720 -0.2487 -0.3239 -0.3972 -0.4679 -0.5358 -0.6004 -0.6613 -0.7181 -0.7705 -0.8182 -0.8608 -0.8980 -0.9298 -0.9558 -0.9759 -0.9900 -0.9980 -0.9999 -0.9956 -0.9851 -0.9686 -0.9461 -0.9177 -0.8838 -0.8443 -0.7997 -0.7501 -0.6959 -0.6374 -0.5750 -0.5090 -0.4399 -0.3681 -0.2940 -0.2181 -0.1409 -0.0628 0.0157 0.0941 0.1720 0.2487 0.3239 0.3972 0.4679 0.5358 0.6004 0.6613 0.7181 0.7705 0.8182 0.8608 0.8980 0.9298 0.9558 0.9759 0.9900 0.9980 0.9999 0.9956 0.9851 0.9686 0.9461 0.9177 0.8838 0.8443 0.7997 0.7501 0.6959 0.6374 0.5750 0.5090 0.4399 0.3681 0.2940 0.2181 0.1409 0.0628 -0.0157 -0.0941 -0.1720 -0.2487 -0.3239 -0.3972 -0.4679 -0.5358 -0.6004 -0.6613 -0.7181 -0.7705 -0.8182 -0.8608 -0.8980 -0.9298 -0.9558 -0.9759 -0.9900 -0.9980 -0.9999 -0.9956 -0.9851 -0.9686 -0.9461 -0.9177 -0.8838 -0.8443 -0.7997 -0.7501 -0.6959 -0.6374 -0.5750 -0.5090 -0.4399 -0.3681 -0.2940 -0.2181 -0.1409 -0.0565 
-0.0064 0.0315 0.1098 0.1874 0.2639 0.3388 0.4116 0.4818 0.5491 0.6129 0.6730 0.7290 0.7805 0.8271 0.8687 0.9048 0.9355 0.9603 0.9792 0.9921 0.9989 0.9995 0.9940 0.9823 0.9645 0.9409 0.9114 0.8763 0.8358 0.7901 0.7396 0.6845 0.6252 0.5620 0.4954 0.4257 0.3534 0.2789 0.2027 0.1253 0.0471 -0.0315 -0.1098 -0.1874 -0.2639 -0.3388 -0.4116 -0.4818 -0.5491 -0.6129 -0.6730 -0.7290 -0.7805 -0.8271 -0.8687 -0.9048 -0.9355 -0.9603 -0.9792 -0.9921 -0.9989 -0.9995 -0.9940 -0.9823 -0.9645 -0.9409 -0.9114 -0.8763 -0.8358 -0.7901 -0.7396 -0.6845 -0.6252 -0.5620 -0.4954 -0.4257 -0.3534 -0.2789 -0.2027 -0.1253 -0.0471 0.0315 0.1098 0.1874 0.2639 0.3388 0.4116 0.4818 0.5491 0.6129 0.6730 0.7290 0.7805 0.8271 0.8687 0.9048 0.9355 0.9603 0.9792 0.9921 0.9989 0.9995 0.9940 0.9823 0.9645 0.9409 0.9114 0.8763 0.8358 0.7901 0.7396 0.6845 0.6252 0.5620 0.4954 0.4257 0.3534 0.2789 0.2027 0.1253 0.0471 -0.0315 -0.1098 -0.1874 -0.2639 -0.3388 -0.4116 -0.4818 -0.5491 -0.6129 -0.6730 -0.7290 -0.7805 -0.8271 -0.8687 -0.9048 -0.9355 -0.9603 -0.9792 -0.9921 -0.9989 -0.9995 -0.9940 -0.9823 -0.9645 -0.9409 -0.9114 -0.8763 -0.8358 -0.7901 -0.7396 -0.6845 -0.6252 -0.5620 -0.4954 -0.4257 -0.3534 -0.2789 -0.2032 -0.1213 
-0.0366 -0.0021 0.0472 0.1254 0.2029 0.2791 0.3535 0.4258 0.4955 0.5621 0.6253 0.6846 0.7397 0.7902 0.8358 0.8763 0.9114 0.9409 0.9646 0.9823 0.9940 0.9995 0.9989 0.9921 0.9792 0.9603 0.9354 0.9048 0.8686 0.8270 0.7804 0.7289 0.6730 0.6128 0.5490 0.4817 0.4114 0.3387 0.2638 0.1873 0.1097 0.0313 -0.0472 -0.1254 -0.2029 -0.2791 -0.3535 -0.4258 -0.4955 -0.5621 -0.6253 -0.6846 -0.7397 -0.7902 -0.8358 -0.8763 -0.9114 -0.9409 -0.9646 -0.9823 -0.9940 -0.9995 -0.9989 -0.9921 -0.9792 -0.9603 -0.9354 -0.9048 -0.8686 -0.8270 -0.7804 -0.7289 -0.6730 -0.6128 -0.5490 -0.4817 -0.4114 -0.3387 -0.2638 -0.1873 -0.1097 -0.0313 0.0472 0.1254 0.2029 0.2791 0.3535 0.4258 0.4955 0.5621 0.6253 0.6846 0.7397 0.7902 0.8358 0.8763 0.9114 0.9409 0.9646 0.9823 0.9940 0.9995 0.9989 0.9921 0.9792 0.9603 0.9354 0.9048 0.8686 0.8270 0.7804 0.7289 0.6730 0.6128 0.5490 0.4817 0.4114 0.3387 0.2638 0.1873 0.1097 0.0313 -0.0472 -0.1254 -0.2029 -0.2791 -0.3535 -0.4258 -0.4955 -0.5621 -0.6253 -0.6846 -0.7397 -0.7902 -0.8358 -0.8763 -0.9114 -0.9409 -0.9646 -0.9823 -0.9940 -0.9995 -0.9989 -0.9921 -0.9792 -0.9603 -0.9354 -0.9048 -0.8686 -0.8270 -0.7804 -0.7289 -0.6730 -0.6128 -0.5490 -0.4817 -0.4114 -0.3386 -0.2643 -0.1865 
-0.0870 -0.0309 0.0055 0.0629 0.1410 0.2182 0.2941 0.3682 0.4400 0.5091 0.5751 0.6375 0.6960 0.7502 0.7997 0.8444 0.8838 0.9178 0.9461 0.9686 0.9851 0.9956 0.9999 0.9980 0.9900 0.9759 0.9558 0.9297 0.8980 0.8607 0.8181 0.7705 0.7181 0.6612 0.6003 0.5357 0.4678 0.3971 0.3238 0.2486 0.1718 0.0940 0.0156 -0.0629 -0.1410 -0.2182 -0.2941 -0.3682 -0.4400 -0.5091 -0.5751 -0.6375 -0.6960 -0.7502 -0.7997 -0.8444 -0.8838 -0.9178 -0.9461 -0.9686 -0.9851 -0.9956 -0.9999 -0.9980 -0.9900 -0.9759 -0.9558 -0.9297 -0.8980 -0.8607 -0.8181 -0.7705 -0.7181 -0.6612 -0.6003 -0.5357 -0.4678 -0.3971 -0.3238 -0.2486 -0.1718 -0.0940 -0.0156 0.0629 0.1410 0.2182 0.2941 0.3682 0.4400 0.5091 0.5751 0.6375 0.6960 0.7502 0.7997 0.8444 0.8838 0.9178 0.9461 0.9686 0.9851 0.9956 0.9999 0.9980 0.9900 0.9759 0.9558 0.9297 0.8980 0.8607 0.8181 0.7705 0.7181 0.6612 0.6003 0.5357 0.4678 0.3971 0.3238 0.2486 0.1718 0.0940 0.0156 -0.0629 -0.1410 -0.2182 -0.2941 -0.3682 -0.4400 -0.5091 -0.5751 -0.6375 -0.6960 -0.7502 -0.7997 -0.8444 -0.8838 -0.9178 -0.9461 -0.9686 -0.9851 -0.9956 -0.9999 -0.9980 -0.9900 -0.9759 -0.9558 -0.9297 -0.8980 -0.8607 -0.8181 -0.7705 -0.7181 -0.6612 -0.6003 -0.5357 -0.4678 -0.3970 -0.3240 -0.2492 
-0.1500 -0.0742 -0.0253 0.0153 0.0786 0.1565 0.2336 0.3091 0.3828 0.4541 0.5226 0.5879 0.6495 0.7072 0.7605 0.8091 0.8527 0.8911 0.9239 0.9511 0.9724 0.9877 0.9969 1.0000 0.9969 0.9877 0.9723 0.9510 0.9238 0.8909 0.8526 0.8089 0.7603 0.7070 0.6494 0.5877 0.5224 0.4539 0.3826 0.3089 0.2333 0.1563 0.0783 -0.0001 -0.0786 -0.1565 -0.2336 -0.3091 -0.3828 -0.4541 -0.5226 -0.5879 -0.6495 -0.7072 -0.7605 -0.8091 -0.8527 -0.8911 -0.9239 -0.9511 -0.9724 -0.9877 -0.9969 -1.0000 -0.9969 -0.9877 -0.9723 -0.9510 -0.9238 -0.8909 -0.8526 -0.8089 -0.7603 -0.7070 -0.6494 -0.5877 -0.5224 -0.4539 -0.3826 -0.3089 -0.2333 -0.1563 -0.0783 0.0001 0.0786 0.1565 0.2336 0.3091 0.3828 0.4541 0.5226 0.5879 0.6495 0.7072 0.7605 0.8091 0.8527 0.8911 0.9239 0.9511 0.9724 0.9877 0.9969 1.0000 0.9969 0.9877 0.9723 0.9510 0.9238 0.8909 0.8526 0.8089 0.7603 0.7070 0.6494 0.5877 0.5224 0.4539 0.3826 0.3089 0.2333 0.1563 0.0783 -0.0001 -0.0786 -0.1565 -0.2336 -0.3091 -0.3828 -0.4541 -0.5226 -0.5879 -0.6495 -0.7072 -0.7605 -0.8091 -0.8527 -0.8911 -0.9239 -0.9511 -0.9724 -0.9877 -0.9969 -1.0000 -0.9969 -0.9877 -0.9723 -0.9510 -0.9238 -0.8909 -0.8526 -0.8089 -0.7603 -0.7070 -0.6494 -0.5877 -0.5224 -0.4538 -0.3826 -0.3096 
-0.2159 -0.1327 -0.0637 -0.0190 0.0268 0.0942 0.1721 0.2488 0.3240 0.3973 0.4680 0.5359 0.6005 0.6614 0.7182 0.7706 0.8182 0.8608 0.8981 0.9298 0.9558 0.9759 0.9900 0.9980 0.9999 0.9955 0.9851 0.9685 0.9460 0.9177 0.8837 0.8442 0.7996 0.7500 0.6958 0.6373 0.5749 0.5089 0.4398 0.3680 0.2939 0.2180 0.1408 0.0627 -0.0158 -0.0942 -0.1721 -0.2488 -0.3240 -0.3973 -0.4680 -0.5359 -0.6005 -0.6614 -0.7182 -0.7706 -0.8182 -0.8608 -0.8981 -0.9298 -0.9558 -0.9759 -0.9900 -0.9980 -0.9999 -0.9955 -0.9851 -0.9685 -0.9460 -0.9177 -0.8837 -0.8442 -0.7996 -0.7500 -0.6958 -0.6373 -0.5749 -0.5089 -0.4398 -0.3680 -0.2939 -0.2180 -0.1408 -0.0627 0.0158 0.0942 0.1721 0.2488 0.3240 0.3973 0.4680 0.5359 0.6005 0.6614 0.7182 0.7706 0.8182 0.8608 0.8981 0.9298 0.9558 0.9759 0.9900 0.9980 0.9999 0.9955 0.9851 0.9685 0.9460 0.9177 0.8837 0.8442 0.7996 0.7500 0.6958 0.6373 0.5749 0.5089 0.4398 0.3680 0.2939 0.2180 0.1408 0.0627 -0.0158 -0.0942 -0.1721 -0.2488 -0.3240 -0.3973 -0.4680 -0.5359 -0.6005 -0.6614 -0.7182 -0.7706 -0.8182 -0.8608 -0.8981 -0.9298 -0.9558 -0.9759 -0.9900 -0.9980 -0.9999 -0.9955 -0.9851 -0.9685 -0.9460 -0.9177 -0.8837 -0.8442 -0.7996 -0.7500 -0.6958 -0.6373 -0.5749 -0.5089 -0.4397 -0.3682 
-0.2793 -0.1981 -0.1170 -0.0549 -0.0116 0.0394 0.1099 0.1875 0.2640 0.3389 0.4117 0.4819 0.5492 0.6130 0.6731 0.7291 0.7805 0.8272 0.8687 0.9049 0.9355 0.9603 0.9792 0.9921 0.9989 0.9995 0.9939 0.9822 0.9645 0.9408 0.9113 0.8762 0.8357 0.7900 0.7395 0.6844 0.6251 0.5619 0.4953 0.4256 0.3533 0.2788 0.2026 0.1252 0.0469 -0.0316 -0.1099 -0.1875 -0.2640 -0.3389 -0.4117 -0.4819 -0.5492 -0.6130 -0.6731 -0.7291 -0.7805 -0.8272 -0.8687 -0.9049 -0.9355 -0.9603 -0.9792 -0.9921 -0.9989 -0.9995 -0.9939 -0.9822 -0.9645 -0.9408 -0.9113 -0.8762 -0.8357 -0.7900 -0.7395 -0.6844 -0.6251 -0.5619 -0.4953 -0.4256 -0.3533 -0.2788 -0.2026 -0.1252 -0.0469 0.0316 0.1099 0.1875 0.2640 0.3389 0.4117 0.4819 0.5492 0.6130 0.6731 0.7291 0.7805 0.8272 0.8687 0.9049 0.9355 0.9603 0.9792 0.9921 0.9989 0.9995 0.9939 0.9822 0.9645 0.9408 0.9113 0.8762 0.8357 0.7900 0.7395 0.6844 0.6251 0.5619 0.4953 0.4256 0.3533 0.2788 0.2026 0.1252 0.0469 -0.0316 -0.1099 -0.1875 -0.2640 -0.3389 -0.4117 -0.4819 -0.5492 -0.6130 -0.6731 -0.7291 -0.7805 -0.8272 -0.8687 -0.9049 -0.9355 -0.9603 -0.9792 -0.9921 -0.9989 -0.9995 -0.9939 -0.9822 -0.9645 -0.9408 -0.9113 -0.8762 -0.8357 -0.7900 -0.7395 -0.6844 -0.6251 -0.5620 -0.4953 -0.4256 
-0.3396 -0.2631 -0.1803 -0.1030 -0.0468 -0.0029 0.0530 0.1255 0.2030 0.2792 0.3536 0.4259 0.4956 0.5622 0.6254 0.6847 0.7397 0.7903 0.8359 0.8764 0.9115 0.9409 0.9646 0.9823 0.9940 0.9995 0.9989 0.9921 0.9792 0.9602 0.9354 0.9047 0.8685 0.8270 0.7803 0.7288 0.6729 0.6128 0.5489 0.4816 0.4113 0.3386 0.2637 0.1872 0.1095 0.0312 -0.0473 -0.1255 -0.2030 -0.2792 -0.3536 -0.4259 -0.4956 -0.5622 -0.6254 -0.6847 -0.7397 -0.7903 -0.8359 -0.8764 -0.9115 -0.9409 -0.9646 -0.9823 -0.9940 -0.9995 -0.9989 -0.9921 -0.9792 -0.9602 -0.9354 -0.9047 -0.8685 -0.8270 -0.7803 -0.7288 -0.6729 -0.6128 -0.5489 -0.4816 -0.4113 -0.3386 -0.2637 -0.1872 -0.1095 -0.0312 0.0473 0.1255 0.2030 0.2792 0.3536 0.4259 0.4956 0.5622 0.6254 0.6847 0.7397 0.7903 0.8359 0.8764 0.9115 0.9409 0.9646 0.9823 0.9940 0.9995 0.9989 0.9921 0.9792 0.9602 0.9354 0.9047 0.8685 0.8270 0.7803 0.7288 0.6729 0.6128 0.5489 0.4816 0.4113 0.3386 0.2637 0.1872 0.1095 0.0312 -0.0473 -0.1255 -0.2030 -0.2792 -0.3536 -0.4259 -0.4956 -0.5622 -0.6254 -0.6847 -0.7397 -0.7903 -0.8359 -0.8764 -0.9115 -0.9409 -0.9646 -0.9823 -0.9940 -0.9995 -0.9989 -0.9921 -0.9792 -0.9602 -0.9354 -0.9047 -0.8685 -0.8270 -0.7803 -0.7288 -0.6729 -0.6128 -0.5489 -0.4815 
-0.3975 -0.3248 -0.2461 -0.1632 -0.0908 -0.0390 0.0069 0.0671 0.1411 0.2183 0.2942 0.3683 0.4401 0.5092 0.5752 0.6376 0.6961 0.7502 0.7998 0.8444 0.8839 0.9178 0.9461 0.9686 0.9851 0.9956 0.9999 0.9980 0.9900 0.9759 0.9557 0.9297 0.8979 0.8606 0.8180 0.7704 0.7180 0.6611 0.6002 0.5356 0.4677 0.3970 0.3237 0.2485 0.1717 0.0939 0.0155 -0.0630 -0.1411 -0.2183 -0.2942 -0.3683 -0.4401 -0.5092 -0.5752 -0.6376 -0.6961 -0.7502 -0.7998 -0.8444 -0.8839 -0.9178 -0.9461 -0.9686 -0.9851 -0.9956 -0.9999 -0.9980 -0.9900 -0.9759 -0.9557 -0.9297 -0.8979 -0.8606 -0.8180 -0.7704 -0.7180 -0.6611 -0.6002 -0.5356 -0.4677 -0.3970 -0.3237 -0.2485 -0.1717 -0.0939 -0.0155 0.0630 0.1411 0.2183 0.2942 0.3683 0.4401 0.5092 0.5752 0.6376 0.6961 0.7502 0.7998 0.8444 0.8839 0.9178 0.9461 0.9686 0.9851 0.9956 0.9999 0.9980 0.9900 0.9759 0.9557 0.9297 0.8979 0.8606 0.8180 0.7704 0.7180 0.6611 0.6002 0.5356 0.4677 0.3970 0.3237 0.2485 0.1717 0.0939 0.0155 -0.0630 -0.1411 -0.2183 -0.2942 -0.3683 -0.4401 -0.5092 -0.5752 -0.6376 -0.6961 -0.7502 -0.7998 -0.8444 -0.8839 -0.9178 -0.9461 -0.9686 -0.9851 -0.9956 -0.9999 -0.9980 -0.9900 -0.9759 -0.9557 -0.9297 -0.8979 -0.8606 -0.8180 -0.7704 -0.7180 -0.6612 -0.6003 -0.5356 
