-0.2994 -0.2582 -0.2164 -0.1740 -0.1311 -0.0877 -0.0440 0.0001 0.0442 0.0883 0.1323 0.1760 0.2195 0.2627 0.3054 0.3477 0.3894 0.4305 0.4710 0.5108 0.5497 0.5878 0.6250 0.6613 0.6965 0.7307 0.7637 0.7955 0.8261 0.8555 0.8835 0.9102 0.9354 0.9592 0.9816 1.0024 1.0217 1.0394 1.0555 1.0699 1.0828 1.0939 1.1034 1.1112 1.1172 1.1215 1.1241 1.1250 1.1241 1.1215 1.1172 1.1111 1.1034 1.0939 1.0828 1.0699 1.0555 1.0394 1.0216 1.0024 0.9815 0.9592 0.9354 0.9101 0.8835 0.8554 0.8261 0.7955 0.7636 0.7306 0.6965 0.6612 0.6250 0.5878 0.5497 0.5107 0.4709 0.4308 0.3863 0.3794 
-0.3356 -0.2945 -0.2527 -0.2103 -0.1673 -0.1238 -0.0799 -0.0356 0.0090 0.0536 0.0982 0.1426 0.1868 0.2307 0.2743 0.3174 0.3600 0.4021 0.4436 0.4844 0.5244 0.5636 0.6020 0.6394 0.6758 0.7112 0.7455 0.7787 0.8106 0.8414 0.8708 0.8988 0.9255 0.9507 0.9745 0.9968 1.0176 1.0367 1.0543 1.0703 1.0846 1.0972 1.1081 1.1174 1.1249 1.1306 1.1347 1.1369 1.1375 1.1362 1.1333 1.1285 1.1221 1.1139 1.1039 1.0923 1.0790 1.0641 1.0474 1.0292 1.0094 0.9881 0.9652 0.9408 0.9150 0.8877 0.8591 0.8292 0.7980 0.7655 0.7319 0.6972 0.6613 0.6245 0.5867 0.5480 0.5084 0.4684 0.4236 0.4204 
-0.3721 -0.3312 -0.2894 -0.2470 -0.2040 -0.1604 -0.1164 -0.0718 -0.0269 0.0181 0.0632 0.1083 0.1531 0.1978 0.2421 0.2860 0.3295 0.3725 0.4150 0.4568 0.4978 0.5382 0.5776 0.6162 0.6539 0.6905 0.7261 0.7605 0.7938 0.8259 0.8567 0.8861 0.9142 0.9409 0.9661 0.9899 1.0121 1.0327 1.0518 1.0693 1.0851 1.0992 1.1116 1.1223 1.1313 1.1385 1.1440 1.1477 1.1497 1.1499 1.1483 1.1449 1.1398 1.1329 1.1242 1.1139 1.1018 1.0880 1.0725 1.0554 1.0367 1.0163 0.9944 0.9710 0.9460 0.9196 0.8918 0.8626 0.8321 0.8003 0.7672 0.7330 0.6977 0.6612 0.6238 0.5854 0.5460 0.5063 0.4612 0.4618 
-0.4088 -0.3680 -0.3264 -0.2841 -0.2411 -0.1975 -0.1533 -0.1086 -0.0635 -0.0181 0.0274 0.0730 0.1185 0.1638 0.2089 0.2536 0.2980 0.3419 0.3852 0.4280 0.4701 0.5115 0.5521 0.5918 0.6306 0.6685 0.7053 0.7410 0.7756 0.8090 0.8412 0.8720 0.9015 0.9297 0.9563 0.9816 1.0052 1.0274 1.0480 1.0669 1.0842 1.0998 1.1138 1.1260 1.1365 1.1452 1.1522 1.1573 1.1607 1.1624 1.1622 1.1602 1.1564 1.1509 1.1436 1.1345 1.1237 1.1111 1.0968 1.0808 1.0632 1.0439 1.0231 1.0006 0.9766 0.9511 0.9241 0.8957 0.8659 0.8348 0.8024 0.7687 0.7339 0.6980 0.6609 0.6229 0.5838 0.5443 0.4990 0.5035 
-0.4457 -0.4052 -0.3637 -0.3215 -0.2786 -0.2350 -0.1907 -0.1460 -0.1007 -0.0551 -0.0091 0.0370 0.0830 0.1290 0.1747 0.2202 0.2654 0.3101 0.3543 0.3981 0.4412 0.4836 0.5252 0.5661 0.6061 0.6451 0.6832 0.7202 0.7561 0.7908 0.8243 0.8566 0.8875 0.9170 0.9452 0.9718 0.9970 1.0207 1.0427 1.0632 1.0820 1.0992 1.1146 1.1284 1.1404 1.1506 1.1591 1.1657 1.1706 1.1737 1.1750 1.1744 1.1721 1.1679 1.1619 1.1542 1.1446 1.1333 1.1203 1.1055 1.0890 1.0709 1.0511 1.0296 1.0066 0.9820 0.9560 0.9284 0.8994 0.8690 0.8373 0.8043 0.7701 0.7346 0.6981 0.6604 0.6217 0.5826 0.5370 0.5456 
-0.4828 -0.4425 -0.4013 -0.3592 -0.3164 -0.2728 -0.2286 -0.1838 -0.1384 -0.0926 -0.0464 0.0001 0.0467 0.0932 0.1396 0.1858 0.2317 0.2773 0.3224 0.3670 0.4111 0.4545 0.4972 0.5392 0.5803 0.6205 0.6598 0.6980 0.7352 0.7713 0.8061 0.8397 0.8720 0.9030 0.9326 0.9607 0.9874 1.0125 1.0361 1.0581 1.0784 1.0971 1.1141 1.1294 1.1429 1.1547 1.1647 1.1729 1.1793 1.1838 1.1866 1.1875 1.1866 1.1838 1.1793 1.1729 1.1647 1.1547 1.1429 1.1294 1.1141 1.0971 1.0784 1.0580 1.0361 1.0125 0.9873 0.9607 0.9325 0.9030 0.8720 0.8397 0.8060 0.7712 0.7351 0.6980 0.6596 0.6209 0.5753 0.5879 
-0.5199 -0.4799 -0.4390 -0.3972 -0.3545 -0.3110 -0.2668 -0.2220 -0.1766 -0.1307 -0.0843 -0.0375 0.0095 0.0566 0.1036 0.1505 0.1971 0.2434 0.2893 0.3348 0.3798 0.4242 0.4680 0.5110 0.5532 0.5946 0.6351 0.6745 0.7130 0.7503 0.7865 0.8215 0.8552 0.8876 0.9186 0.9482 0.9764 1.0030 1.0281 1.0516 1.0735 1.0937 1.1122 1.1291 1.1442 1.1575 1.1690 1.1788 1.1867 1.1928 1.1970 1.1994 1.2000 1.1987 1.1955 1.1905 1.1837 1.1751 1.1646 1.1523 1.1383 1.1225 1.1050 1.0858 1.0649 1.0423 1.0182 0.9925 0.9652 0.9365 0.9063 0.8747 0.8418 0.8076 0.7721 0.7355 0.6976 0.6593 0.6136 0.6303 
-0.5571 -0.5175 -0.4769 -0.4353 -0.3928 -0.3495 -0.3054 -0.2607 -0.2152 -0.1692 -0.1227 -0.0757 -0.0284 0.0191 0.0667 0.1142 0.1615 0.2085 0.2553 0.3016 0.3475 0.3928 0.4375 0.4816 0.5249 0.5674 0.6090 0.6497 0.6894 0.7281 0.7656 0.8019 0.8370 0.8708 0.9032 0.9343 0.9639 0.9920 1.0186 1.0437 1.0671 1.0889 1.1090 1.1274 1.1440 1.1589 1.1720 1.1833 1.1928 1.2004 1.2062 1.2101 1.2122 1.2123 1.2107 1.2071 1.2017 1.1944 1.1853 1.1744 1.1616 1.1471 1.1308 1.1128 1.0930 1.0715 1.0484 1.0237 0.9974 0.9696 0.9403 0.9095 0.8773 0.8438 0.8089 0.7728 0.7355 0.6977 0.6520 0.6729 
-0.5942 -0.5551 -0.5148 -0.4736 -0.4314 -0.3883 -0.3443 -0.2996 -0.2542 -0.2082 -0.1616 -0.1145 -0.0669 -0.0191 0.0289 0.0770 0.1249 0.1727 0.2201 0.2673 0.3140 0.3603 0.4059 0.4510 0.4954 0.5390 0.5817 0.6236 0.6645 0.7044 0.7432 0.7809 0.8173 0.8525 0.8864 0.9189 0.9500 0.9796 1.0078 1.0343 1.0593 1.0826 1.1043 1.1243 1.1425 1.1590 1.1737 1.1865 1.1976 1.2068 1.2141 1.2196 1.2232 1.2248 1.2247 1.2226 1.2186 1.2128 1.2051 1.1955 1.1841 1.1708 1.1558 1.1390 1.1204 1.1001 1.0780 1.0544 1.0291 1.0022 0.9738 0.9438 0.9125 0.8797 0.8455 0.8101 0.7733 0.7361 0.6903 0.7155 
-0.6314 -0.5927 -0.5529 -0.5120 -0.4701 -0.4272 -0.3835 -0.3389 -0.2936 -0.2476 -0.2010 -0.1538 -0.1061 -0.0580 -0.0096 0.0390 0.0875 0.1359 0.1840 0.2319 0.2795 0.3266 0.3732 0.4192 0.4646 0.5093 0.5532 0.5962 0.6383 0.6795 0.7195 0.7585 0.7963 0.8329 0.8682 0.9021 0.9347 0.9658 0.9955 1.0235 1.0501 1.0750 1.0982 1.1197 1.1396 1.1576 1.1739 1.1884 1.2010 1.2118 1.2207 1.2277 1.2329 1.2361 1.2375 1.2369 1.2344 1.2300 1.2237 1.2156 1.2055 1.1936 1.1799 1.1643 1.1470 1.1278 1.1070 1.0844 1.0602 1.0343 1.0068 0.9778 0.9472 0.9153 0.8818 0.8471 0.8109 0.7744 0.7287 0.7582 
-0.6684 -0.6303 -0.5909 -0.5504 -0.5089 -0.4664 -0.4229 -0.3785 -0.3333 -0.2874 -0.2408 -0.1935 -0.1458 -0.0975 -0.0488 0.0001 0.0492 0.0981 0.1470 0.1956 0.2439 0.2919 0.3394 0.3863 0.4327 0.4784 0.5234 0.5675 0.6108 0.6532 0.6945 0.7348 0.7739 0.8119 0.8485 0.8839 0.9179 0.9505 0.9817 1.0113 1.0394 1.0658 1.0907 1.1138 1.1352 1.1549 1.1728 1.1888 1.2031 1.2155 1.2260 1.2346 1.2413 1.2462 1.2490 1.2500 1.2490 1.2461 1.2413 1.2346 1.2260 1.2154 1.2030 1.1888 1.1727 1.1548 1.1352 1.1137 1.0906 1.0658 1.0393 1.0112 0.9816 0.9505 0.9179 0.8838 0.8484 0.8125 0.7669 0.8008 
-0.7053 -0.6677 -0.6289 -0.5889 -0.5478 -0.5056 -0.4624 -0.4183 -0.3733 -0.3275 -0.2809 -0.2337 -0.1859 -0.1375 -0.0886 -0.0394 0.0100 0.0596 0.1090 0.1583 0.2074 0.2561 0.3044 0.3523 0.3996 0.4463 0.4923 0.5376 0.5820 0.6256 0.6681 0.7097 0.7501 0.7894 0.8275 0.8643 0.8998 0.9338 0.9665 0.9976 1.0272 1.0552 1.0816 1.1064 1.1294 1.1507 1.1702 1.1879 1.2038 1.2178 1.2299 1.2401 1.2485 1.2549 1.2594 1.2619 1.2625 1.2611 1.2578 1.2525 1.2454 1.2363 1.2252 1.2123 1.1976 1.1810 1.1625 1.1423 1.1203 1.0966 1.0712 1.0441 1.0155 0.9852 0.9535 0.9203 0.8856 0.8504 0.8051 0.8434 
-0.7420 -0.7051 -0.6669 -0.6274 -0.5867 -0.5450 -0.5021 -0.4583 -0.4135 -0.3679 -0.3214 -0.2743 -0.2264 -0.1780 -0.1290 -0.0796 -0.0298 0.0201 0.0701 0.1201 0.1698 0.2193 0.2684 0.3171 0.3654 0.4131 0.4601 0.5064 0.5520 0.5967 0.6405 0.6832 0.7250 0.7656 0.8050 0.8432 0.8801 0.9157 0.9498 0.9824 1.0136 1.0432 1.0712 1.0975 1.1221 1.1450 1.1662 1.1855 1.2030 1.2187 1.2324 1.2443 1.2543 1.2623 1.2684 1.2725 1.2746 1.2748 1.2731 1.2693 1.2636 1.2560 1.2464 1.2349 1.2215 1.2062 1.1891 1.1701 1.1493 1.1268 1.1025 1.0765 1.0488 1.0196 0.9887 0.9564 0.9224 0.8880 0.8430 0.8857 
-0.7785 -0.7423 -0.7047 -0.6658 -0.6256 -0.5843 -0.5419 -0.4984 -0.4539 -0.4085 -0.3622 -0.3152 -0.2674 -0.2189 -0.1699 -0.1203 -0.0703 -0.0200 0.0304 0.0809 0.1313 0.1815 0.2314 0.2809 0.3300 0.3786 0.4267 0.4740 0.5207 0.5665 0.6114 0.6555 0.6985 0.7404 0.7812 0.8207 0.8591 0.8960 0.9316 0.9658 0.9985 1.0296 1.0592 1.0871 1.1134 1.1379 1.1607 1.1816 1.2008 1.2181 1.2335 1.2471 1.2587 1.2683 1.2760 1.2818 1.2856 1.2873 1.2871 1.2850 1.2808 1.2746 1.2665 1.2565 1.2445 1.2306 1.2147 1.1971 1.1775 1.1562 1.1330 1.1082 1.0816 1.0533 1.0234 0.9920 0.9589 0.9254 0.8806 0.9279 
-0.8147 -0.7792 -0.7423 -0.7040 -0.6644 -0.6236 -0.5817 -0.5386 -0.4944 -0.4493 -0.4033 -0.3564 -0.3087 -0.2603 -0.2112 -0.1616 -0.1115 -0.0609 -0.0100 0.0409 0.0919 0.1427 0.1934 0.2437 0.2936 0.3431 0.3921 0.4404 0.4881 0.5350 0.5811 0.6263 0.6706 0.7138 0.7559 0.7968 0.8366 0.8750 0.9120 0.9477 0.9819 1.0146 1.0457 1.0752 1.1031 1.1293 1.1537 1.1763 1.1971 1.2161 1.2332 1.2484 1.2617 1.2730 1.2824 1.2898 1.2952 1.2986 1.3000 1.2994 1.2967 1.2921 1.2855 1.2770 1.2664 1.2539 1.2395 1.2231 1.2049 1.1848 1.1629 1.1392 1.1137 1.0865 1.0576 1.0272 0.9950 0.9623 0.9180 0.9698 
-0.8506 -0.8159 -0.7797 -0.7421 -0.7031 -0.6629 -0.6214 -0.5788 -0.5351 -0.4903 -0.4445 -0.3978 -0.3503 -0.3020 -0.2530 -0.2033 -0.1531 -0.1023 -0.0512 0.0002 0.0516 0.1031 0.1544 0.2054 0.2561 0.3065 0.3563 0.4057 0.4544 0.5023 0.5496 0.5959 0.6414 0.6859 0.7293 0.7715 0.8126 0.8525 0.8910 0.9281 0.9639 0.9981 1.0308 1.0619 1.0913 1.1191 1.1452 1.1695 1.1920 1.2126 1.2314 1.2483 1.2632 1.2763 1.2873 1.2964 1.3034 1.3085 1.3115 1.3125 1.3115 1.3084 1.3034 1.2963 1.2873 1.2762 1.2632 1.2482 1.2313 1.2126 1.1919 1.1694 1.1451 1.1190 1.0913 1.0618 1.0306 0.9989 0.9550 1.0113 
-0.8861 -0.8522 -0.8168 -0.7799 -0.7416 -0.7020 -0.6611 -0.6190 -0.5757 -0.5313 -0.4859 -0.4395 -0.3921 -0.3440 -0.2950 -0.2454 -0.1952 -0.1443 -0.0930 -0.0413 0.0106 0.0625 0.1144 0.1662 0.2176 0.2688 0.3195 0.3697 0.4194 0.4684 0.5167 0.5642 0.6109 0.6566 0.7012 0.7448 0.7873 0.8285 0.8685 0.9071 0.9443 0.9801 1.0143 1.0470 1.0781 1.1075 1.1352 1.1611 1.1853 1.2076 1.2281 1.2467 1.2634 1.2781 1.2908 1.3015 1.3103 1.3170 1.3217 1.3243 1.3250 1.3235 1.3200 1.3145 1.3070 1.2975 1.2859 1.2724 1.2569 1.2394 1.2201 1.1989 1.1758 1.1509 1.1242 1.0958 1.0656 1.0350 0.9915 1.0525 
-0.9212 -0.8882 -0.8536 -0.8175 -0.7800 -0.7410 -0.7007 -0.6592 -0.6164 -0.5724 -0.5274 -0.4813 -0.4342 -0.3862 -0.3374 -0.2879 -0.2377 -0.1868 -0.1354 -0.0835 -0.0313 0.0212 0.0736 0.1260 0.1781 0.2300 0.2816 0.3327 0.3833 0.4333 0.4827 0.5313 0.5790 0.6259 0.6719 0.7167 0.7605 0.8031 0.8445 0.8846 0.9233 0.9606 0.9964 1.0306 1.0633 1.0943 1.1237 1.1513 1.1771 1.2012 1.2233 1.2436 1.2620 1.2784 1.2928 1.3053 1.3158 1.3242 1.3305 1.3349 1.3371 1.3373 1.3355 1.3316 1.3256 1.3176 1.3075 1.2955 1.2814 1.2654 1.2474 1.2275 1.2057 1.1820 1.1565 1.1292 1.1001 1.0705 1.0276 1.0932 
-0.9558 -0.9237 -0.8900 -0.8547 -0.8180 -0.7798 -0.7402 -0.6992 -0.6570 -0.6135 -0.5689 -0.5232 -0.4764 -0.4287 -0.3801 -0.3307 -0.2805 -0.2297 -0.1782 -0.1262 -0.0737 -0.0210 0.0319 0.0849 0.1377 0.1903 0.2426 0.2946 0.3461 0.3970 0.4474 0.4971 0.5460 0.5940 0.6411 0.6873 0.7324 0.7763 0.8191 0.8606 0.9008 0.9395 0.9769 1.0127 1.0470 1.0796 1.1106 1.1399 1.1674 1.1931 1.2170 1.2390 1.2591 1.2772 1.2934 1.3076 1.3198 1.3299 1.3380 1.3440 1.3480 1.3498 1.3496 1.3473 1.3430 1.3365 1.3280 1.3175 1.3049 1.2903 1.2737 1.2552 1.2347 1.2123 1.1880 1.1620 1.1340 1.1055 1.0632 1.1334 
-0.9899 -0.9587 -0.9260 -0.8916 -0.8557 -0.8183 -0.7794 -0.7391 -0.6975 -0.6546 -0.6105 -0.5652 -0.5188 -0.4714 -0.4230 -0.3738 -0.3237 -0.2729 -0.2215 -0.1694 -0.1168 -0.0638 -0.0105 0.0429 0.0963 0.1496 0.2027 0.2554 0.3078 0.3596 0.4109 0.4616 0.5116 0.5608 0.6091 0.6565 0.7028 0.7481 0.7923 0.8352 0.8768 0.9171 0.9559 0.9933 1.0291 1.0634 1.0960 1.1270 1.1561 1.1836 1.2091 1.2329 1.2547 1.2746 1.2925 1.3084 1.3223 1.3342 1.3440 1.3518 1.3574 1.3610 1.3625 1.3618 1.3591 1.3543 1.3473 1.3383 1.3273 1.3142 1.2990 1.2819 1.2628 1.2417 1.2188 1.1939 1.1671 1.1398 1.0982 1.1730 
-1.0234 -0.9933 -0.9615 -0.9281 -0.8930 -0.8564 -0.8183 -0.7788 -0.7378 -0.6955 -0.6520 -0.6072 -0.5612 -0.5142 -0.4661 -0.4171 -0.3672 -0.3165 -0.2651 -0.2131 -0.1604 -0.1072 -0.0536 0.0002 0.0541 0.1080 0.1617 0.2152 0.2684 0.3211 0.3733 0.4250 0.4760 0.5263 0.5758 0.6243 0.6719 0.7185 0.7640 0.8083 0.8513 0.8931 0.9334 0.9723 1.0098 1.0456 1.0799 1.1125 1.1433 1.1724 1.1997 1.2252 1.2487 1.2704 1.2900 1.3077 1.3234 1.3370 1.3486 1.3581 1.3655 1.3708 1.3739 1.3750 1.3739 1.3708 1.3655 1.3581 1.3486 1.3370 1.3233 1.3077 1.2900 1.2703 1.2486 1.2251 1.1995 1.1735 1.1326 1.2119 
-1.0562 -1.0272 -0.9965 -0.9641 -0.9300 -0.8942 -0.8570 -0.8182 -0.7780 -0.7363 -0.6934 -0.6491 -0.6037 -0.5570 -0.5093 -0.4606 -0.4110 -0.3604 -0.3091 -0.2571 -0.2044 -0.1512 -0.0974 -0.0433 0.0111 0.0655 0.1198 0.1740 0.2279 0.2815 0.3346 0.3872 0.4392 0.4905 0.5411 0.5909 0.6397 0.6875 0.7343 0.7800 0.8244 0.8676 0.9094 0.9499 0.9889 1.0263 1.0622 1.0964 1.1289 1.1597 1.1887 1.2159 1.2412 1.2646 1.2861 1.3055 1.3229 1.3383 1.3517 1.3629 1.3721 1.3791 1.3840 1.3868 1.3875 1.3860 1.3823 1.3765 1.3687 1.3586 1.3465 1.3324 1.3161 1.2979 1.2776 1.2554 1.2311 1.2063 1.1663 1.2502 
-1.0885 -1.0606 -1.0309 -0.9995 -0.9664 -0.9316 -0.8953 -0.8573 -0.8179 -0.7769 -0.7346 -0.6910 -0.6461 -0.5999 -0.5526 -0.5043 -0.4549 -0.4046 -0.3534 -0.3015 -0.2489 -0.1956 -0.1417 -0.0874 -0.0327 0.0222 0.0771 0.1319 0.1865 0.2408 0.2948 0.3483 0.4012 0.4536 0.5052 0.5561 0.6061 0.6552 0.7033 0.7503 0.7961 0.8407 0.8840 0.9259 0.9664 1.0055 1.0429 1.0788 1.1130 1.1455 1.1762 1.2051 1.2321 1.2573 1.2805 1.3017 1.3210 1.3381 1.3533 1.3663 1.3772 1.3860 1.3927 1.3972 1.3996 1.3998 1.3979 1.3938 1.3875 1.3791 1.3686 1.3560 1.3413 1.3245 1.3057 1.2848 1.2619 1.2384 1.1992 1.2878 
