0.1000 0.2000 0.3000 0.4000 0.5000 0.6000 0.7000 0.8000 0.9000 1.0000 0.9000 0.8000 0.7000 0.6000 0.5000 0.4000 0.3000 0.2000 0.1000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.0200 0.1200 0.2200 0.3200 0.4200 0.5200 0.6200 0.7200 0.8200 1.0800 0.9800 0.8800 0.7800 0.6800 0.5800 0.4800 0.3800 0.2800 0.1800 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
-0.0600 0.0400 0.1400 0.2400 0.3400 0.4400 0.5400 0.6400 0.6120 1.1600 1.0600 0.9600 0.8600 0.7600 0.6600 0.5600 0.4600 0.3600 0.3240 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
-0.1400 -0.0400 0.0600 0.1600 0.2600 0.3600 0.4600 0.6624 0.1736 1.2400 1.1400 1.0400 0.9400 0.8400 0.7400 0.6400 0.5400 0.3888 0.5832 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
-0.2200 -0.1200 -0.0200 0.0800 0.1800 0.2800 0.2981 1.0534 -0.6795 1.3200 1.2200 1.1200 1.0200 0.9200 0.8200 0.7200 0.6610 0.2333 1.0498 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
-0.3000 -0.2000 -0.1000 0.0000 0.1000 0.2655 -0.3062 2.4398 -2.2791 1.4000 1.3000 1.2000 1.1000 1.0000 0.9000 0.7672 1.0031 -0.4199 1.8896 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
-0.3800 -0.2800 -0.1800 -0.0800 -0.0324 0.7229 -2.5030 6.2150 -5.2224 1.4800 1.3800 1.2800 1.1800 1.0800 1.0062 0.5785 2.1415 -2.2675 3.4012 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
-0.4600 -0.3600 -0.2600 -0.1181 -0.6367 3.3037 -9.4774 15.3649 -10.5844 1.5600 1.4600 1.3600 1.2600 1.1390 1.3484 -0.6718 5.6687 -6.8024 6.1222 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
-0.5400 -0.4400 -0.3736 0.2969 -3.7890 13.5286 -29.3512 36.1243 -20.2999 1.6400 1.5400 1.4400 1.3568 0.9716 2.9645 -5.7443 15.6456 -17.1422 11.0200 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
-0.6200 -0.4932 -0.9099 3.5656 -17.6431 47.8324 -81.7317 81.2637 -37.8519 1.7200 1.6200 1.5066 1.6649 -0.6228 9.9316 -22.8562 41.8759 -39.6719 19.8359 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
-0.7215 -0.1598 -4.4903 20.5326 -70.0236 151.4837 -212.1280 176.5562 -69.5093 1.8000 1.7107 1.3799 3.4951 -9.0663 36.1618 -74.6419 107.1140 -87.2781 35.7047 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
-1.1708 3.3047 -24.5086 92.9775 -247.2295 442.3731 -523.0754 373.4086 -126.5568 1.8714 1.9754 -0.3123 13.5443 -45.2488 124.8047 -220.0466 262.6277 -185.6643 64.2684 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
